web-scraper-order,web-scraper-start-url,location-name,location-address-street,location-address-locality,location-address-region,location-address-postal-code,location-contact-phone-main,location-contact-url-main,location-contact-url-main-href,link-location-address-locality,link-location-address-locality-href,link-location-address-region,link-location-address-region-href
"1584541990-871","https://locations.dignityhealth.org/","Sequoia Hospital Breast and Diagnostic Center","2900 Whipple Ave","Redwood City","CA","94062","(650) 367-5536","Sequoia Hospital Breast and Diagnostic Center","https://locations.dignityhealth.org/sequoia-hospital-breast-and-diagnostic-center-redwood-city-ca","Redwood City","https://locations.dignityhealth.org/redwood-city-ca","California","https://locations.dignityhealth.org/california"
"1584541976-796","https://locations.dignityhealth.org/","Dignity Health-GoHealth Urgent Care San Bruno","1310 El Camino Real","San Bruno","CA","94066","(650) 270-2395","Dignity Health-GoHealth Urgent Care San Bruno","https://locations.dignityhealth.org/dignity-health-gohealth-urgent-care-san-bruno-san-bruno-ca","San Bruno","https://locations.dignityhealth.org/san-bruno-ca","California","https://locations.dignityhealth.org/california"
"1584541979-810","https://locations.dignityhealth.org/","Ear, Nose & Throat Services - Community Hospital of San Bernardino - San Bernardino","1805 Medical Center Dr","null","CA","92411","(909) 806-1919","Ear, Nose & Throat Services - Community Hospital of San Bernardino - San Bernardino","https://locations.dignityhealth.org/ear-nose-&-throat-services-community-hospital-of-san-bernardino-san-bernardino-san-bernardino-ca","San Bernardino","https://locations.dignityhealth.org/san-bernardino-ca","California","https://locations.dignityhealth.org/california"
"1584541990-868","https://locations.dignityhealth.org/","Sequoia Health & Wellness","749 Brewster Ave.","null","CA","94063","(650) 367-5998","Sequoia Health & Wellness","https://locations.dignityhealth.org/sequoia-health-&-wellness-redwood-city-ca","Redwood City","https://locations.dignityhealth.org/redwood-city-ca","California","https://locations.dignityhealth.org/california"
"1584542042-1032","https://locations.dignityhealth.org/","Wound Healing Center - St. Bernardine Medical Center - Highland","27925 Highland Avenue","null","CA","92346","(909) 475-1000","Wound Healing Center - St. Bernardine Medical Center - Highland","https://locations.dignityhealth.org/wound-healing-center-st-bernardine-medical-center-highland-highland-ca","Highland","https://locations.dignityhealth.org/highland-ca","California","https://locations.dignityhealth.org/california"
"1584541944-639","https://locations.dignityhealth.org/","Weight Loss Surgery Center at St. Rose Dominican - Henderson, NV","2651 Paseo Verde Pkwy","Henderson","NV","89074","(702) 616-4976","Weight Loss Surgery Center at St. Rose Dominican - Henderson, NV","https://locations.dignityhealth.org/weight-loss-surgery-center-at-st-rose-dominican-henderson-nv-henderson-nv","Henderson","https://locations.dignityhealth.org/henderson-nv","Nevada","https://locations.dignityhealth.org/nevada"
"1584542038-1023","https://locations.dignityhealth.org/","Surgical Weight Loss Department - St. Mary Medical Center - Long Beach","1050 Linden Ave","null","CA","90813","(844) 320-1382","Surgical Weight Loss Department - St. Mary Medical Center - Long Beach","https://locations.dignityhealth.org/surgical-weight-loss-department-st-mary-medical-center-long-beach-long-beach-ca","Long Beach","https://locations.dignityhealth.org/long-beach-ca","California","https://locations.dignityhealth.org/california"
"1584541979-812","https://locations.dignityhealth.org/","Emergency Services - St. Bernardine Medical Center - San Bernardino","2101 N Waterman Ave","null","CA","92404","(909) 883-8711","Emergency Services - St. Bernardine Medical Center - San Bernardino","https://locations.dignityhealth.org/emergency-services-st-bernardine-medical-center-san-bernardino-san-bernardino-ca","San Bernardino","https://locations.dignityhealth.org/san-bernardino-ca","California","https://locations.dignityhealth.org/california"
"1584541992-889","https://locations.dignityhealth.org/","Mercy Surgery Center","2175 Rosaline Ave A","null","CA","96001","(530) 225-7400","Mercy Surgery Center","https://locations.dignityhealth.org/mercy-surgery-center-redding-ca","Redding","https://locations.dignityhealth.org/redding-ca","California","https://locations.dignityhealth.org/california"
"1584542038-1025","https://locations.dignityhealth.org/","Women’s Health Wellness - St. Mary Medical Center - Long Beach","1050 Linden Ave","null","CA","90813","(562) 491-9000","Women’s Health Wellness - St. Mary Medical Center - Long Beach","https://locations.dignityhealth.org/women%E2%80%99s-health-wellness-st-mary-medical-center-long-beach-long-beach-ca","Long Beach","https://locations.dignityhealth.org/long-beach-ca","California","https://locations.dignityhealth.org/california"
"1584542038-996","https://locations.dignityhealth.org/","CARE Center - St. Mary Medical Center - Long Beach","1043 Elm Ave","Long Beach","CA","90813","(562) 624-4999","CARE Center - St. Mary Medical Center - Long Beach","https://locations.dignityhealth.org/care-center-st-mary-medical-center-long-beach-long-beach-ca-SoCal_08","Long Beach","https://locations.dignityhealth.org/long-beach-ca","California","https://locations.dignityhealth.org/california"
"1584542139-1238","https://locations.dignityhealth.org/","Mercy Gilbert Medical Center's Sleep Center","3420 South Mercy Road","Gilbert","AZ","85297","(480) 728-9999","Mercy Gilbert Medical Center's Sleep Center","https://locations.dignityhealth.org/mercy-gilbert-medical-center's-sleep-center-gilbert-az","Gilbert","https://locations.dignityhealth.org/gilbert-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584541981-827","https://locations.dignityhealth.org/","Mark Twain Medical Center","768 Mountain Ranch Rd","null","CA","95249","(209) 754-3521","Mark Twain Medical Center","https://locations.dignityhealth.org/mark-twain-medical-center-san-andreas-ca","San Andreas","https://locations.dignityhealth.org/san-andreas-ca","California","https://locations.dignityhealth.org/california"
"1584542118-1210","https://locations.dignityhealth.org/","OASIS Hospital","750 North 40th Street","null","AZ","85008","(602) 797-7700","OASIS Hospital","https://locations.dignityhealth.org/oasis-hospital-phoenix-az","Phoenix","https://locations.dignityhealth.org/phoenix-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584541965-680","https://locations.dignityhealth.org/","St. Joseph's Behavioral Health Outpatient Center","510 E Magnolia St","null","CA","95202","(209) 938-0831","St. Joseph's Behavioral Health Outpatient Center","https://locations.dignityhealth.org/st-joseph's-behavioral-health-outpatient-center-stockton-ca","Stockton","https://locations.dignityhealth.org/stockton-ca","California","https://locations.dignityhealth.org/california"
"1584542095-1157","https://locations.dignityhealth.org/","Acute Rehabilitation Center","345 S Halcyon Rd","null","CA","93420","(805) 473-7663","Acute Rehabilitation Center","https://locations.dignityhealth.org/acute-rehabilitation-center-arroyo-grande-ca","Arroyo Grande","https://locations.dignityhealth.org/arroyo-grande-ca","California","https://locations.dignityhealth.org/california"
"1584542057-1082","https://locations.dignityhealth.org/","Mercy Medical Group - Wymark, Primary and Specialty Care","8220 Wymark Drive","null","CA","95757","(916) 667-0600","Mercy Medical Group - Wymark, Primary and Specialty Care","https://locations.dignityhealth.org/mercy-medical-group-wymark-primary-and-specialty-care-elk-grove-ca","Elk Grove","https://locations.dignityhealth.org/elk-grove-ca","California","https://locations.dignityhealth.org/california"
"1584542090-1149","https://locations.dignityhealth.org/","Millennium Surgery Center","3850 San Dimas St","null","CA","93301","(661) 663-3700","Millennium Surgery Center","https://locations.dignityhealth.org/millennium-surgery-center-bakersfield-ca","Bakersfield","https://locations.dignityhealth.org/bakersfield-ca","California","https://locations.dignityhealth.org/california"
"1584542049-1058","https://locations.dignityhealth.org/","Women's Center - Glendale Memorial Hospital and Health Center","222 W Eulalia St","Glendale","CA","91204","(818) 502-4567","Women's Center - Glendale Memorial Hospital and Health Center","https://locations.dignityhealth.org/women's-center-glendale-memorial-hospital-and-health-center-glendale-ca","Glendale","https://locations.dignityhealth.org/glendale-ca","California","https://locations.dignityhealth.org/california"
"1584542072-1103","https://locations.dignityhealth.org/","Pediatrics - Mercy Medical Group - Citrus Heights, CA","7115 Greenback Ln","Citrus Heights","CA","95621","(916) 536-3520","Pediatrics - Mercy Medical Group - Citrus Heights, CA","https://locations.dignityhealth.org/pediatrics-mercy-medical-group-citrus-heights-ca-citrus-heights-ca","Citrus Heights","https://locations.dignityhealth.org/citrus-heights-ca","California","https://locations.dignityhealth.org/california"
"1584541972-751","https://locations.dignityhealth.org/","Edna Valley Health Center","4460 Broad St","San Luis Obispo","CA","93401","(805) 597-6715","Edna Valley Health Center","https://locations.dignityhealth.org/edna-valley-health-center-san-luis-obispo-ca","San Luis Obispo","https://locations.dignityhealth.org/san-luis-obispo-ca","California","https://locations.dignityhealth.org/california"
"1584541990-876","https://locations.dignityhealth.org/","Sequoia Hospital Physical Therapy","633 Veterans Boulevard","null","CA","94063","(650) 363-5658","Sequoia Hospital Physical Therapy","https://locations.dignityhealth.org/sequoia-hospital-physical-therapy-redwood-city-ca","Redwood City","https://locations.dignityhealth.org/redwood-city-ca","California","https://locations.dignityhealth.org/california"
"1584541944-637","https://locations.dignityhealth.org/","Emergency Room - Dignity Health - St. Rose Dominican, Siena Campus - Henderson, NV","3001 St Rose Pkwy","null","NV","89052","(702) 616-5000","Emergency Room - Dignity Health - St. Rose Dominican, Siena Campus - Henderson, NV","https://locations.dignityhealth.org/emergency-room-dignity-health-st-rose-dominican-siena-campus-henderson-nv-henderson-nv","Henderson","https://locations.dignityhealth.org/henderson-nv","Nevada","https://locations.dignityhealth.org/nevada"
"1584541974-778","https://locations.dignityhealth.org/","Saint Francis Memorial Hospital Bothin Burn Center","900 Hyde St.","San Francisco","CA","94109","(415) 353-6255","Saint Francis Memorial Hospital Bothin Burn Center","https://locations.dignityhealth.org/saint-francis-memorial-hospital-bothin-burn-center-san-francisco-ca","San Francisco","https://locations.dignityhealth.org/san-francisco-ca","California","https://locations.dignityhealth.org/california"
"1584542143-1241","https://locations.dignityhealth.org/","Dignity Health Arizona Specialty Hospital","2905 W Warner Road","Chandler","AZ","85224","(480) 603-9000","Dignity Health Arizona Specialty Hospital","https://locations.dignityhealth.org/dignity-health-arizona-specialty-hospital-chandler-az","Chandler","https://locations.dignityhealth.org/chandler-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542027-962","https://locations.dignityhealth.org/","Medical Clinic at Morro","685 Morro Avenue","Morro Bay","CA","93442","(805) 772-7313","Medical Clinic at Morro","https://locations.dignityhealth.org/medical-clinic-at-morro-morro-bay-ca","Morro Bay","https://locations.dignityhealth.org/morro-bay-ca","California","https://locations.dignityhealth.org/california"
"1584541948-642","https://locations.dignityhealth.org/","Diagnostic Imaging - East Woodland","2081 Bronze Star Dr","null","CA","95776","(530) 406-6013","Diagnostic Imaging - East Woodland","https://locations.dignityhealth.org/diagnostic-imaging-east-woodland-woodland-ca","Woodland","https://locations.dignityhealth.org/woodland-ca","California","https://locations.dignityhealth.org/california"
"1584541970-744","https://locations.dignityhealth.org/","Santa Cruz Comprehensive Imaging, LLC","1685","null","CA","95065","(831) 476-7711","Santa Cruz Comprehensive Imaging, LLC","https://locations.dignityhealth.org/santa-cruz-comprehensive-imaging-llc-santa-cruz-ca","Santa Cruz","https://locations.dignityhealth.org/santa-cruz-ca","California","https://locations.dignityhealth.org/california"
"1584542044-1039","https://locations.dignityhealth.org/","Sierra Nevada Memorial Hospital","155 Glasson Way","null","CA","95945","(530) 274-6000","Sierra Nevada Memorial Hospital","https://locations.dignityhealth.org/sierra-nevada-memorial-hospital-grass-valley-ca","Grass Valley","https://locations.dignityhealth.org/grass-valley-ca","California","https://locations.dignityhealth.org/california"
"1584542143-1244","https://locations.dignityhealth.org/","Dignity Health Medical Group Family Medicine - Chandler","655 S Dobson Rd","Chandler","AZ","85224","(480) 728-5020","Dignity Health Medical Group Family Medicine - Chandler","https://locations.dignityhealth.org/dignity-health-medical-group-family-medicine-chandler-chandler-az","Chandler","https://locations.dignityhealth.org/chandler-az","Arizona","https://locations.dignityhealth.org/arizona"
