web-scraper-order,web-scraper-start-url,name,pagination-item,pagination-item-href,address-street,address-locality,address-state,phone-direct,website,website-href,pagination-state,pagination-state-href,pagination-county,pagination-county-href
"1584294120-1847","https://www.countyoffice.org/health-departments/","Winston County Health Department","Winston County Health Department","https://www.countyoffice.org/winston-county-health-department-louisville-ms-c44/","260 Vance Street","Louisville","Mississippi","662-773-8087","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Winston County","https://www.countyoffice.org/ms-winston-county-health-departments/"
"1584289715-701","https://www.countyoffice.org/health-departments/","Grand Prairie Health Department","Grand Prairie Health Department","https://www.countyoffice.org/grand-prairie-health-department-grand-prairie-tx-09e/","801 State Highway 161","Grand Prairie","Texas","888-742-6993","null","","Texas","https://www.countyoffice.org/tx-health-departments/","Dallas County","https://www.countyoffice.org/tx-dallas-county-health-departments/"
"1584292286-1309","https://www.countyoffice.org/health-departments/","Cherokee County Health Department","Cherokee County Health Department","https://www.countyoffice.org/cherokee-county-health-department-andrews-nc-471/","224 Main Street","Andrews","North Carolina","828-321-4167","null","","North Carolina","https://www.countyoffice.org/nc-health-departments/","Cherokee County","https://www.countyoffice.org/nc-cherokee-county-health-departments/"
"1584293921-1803","https://www.countyoffice.org/health-departments/","Joplin Health Department","Joplin Health Department","https://www.countyoffice.org/joplin-health-department-joplin-mo-1de/","513 Kentucky Avenue","Joplin","Missouri","417-623-6122","null","","Missouri","https://www.countyoffice.org/mo-health-departments/","Jasper County","https://www.countyoffice.org/mo-jasper-county-health-departments/"
"1584288690-350","https://www.countyoffice.org/health-departments/","Guilford Health Officer","Guilford Health Officer","https://www.countyoffice.org/guilford-health-officer-guilford-vt-a07/","236 School Road","Guilford","Vermont","802-254-6857","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Windham County","https://www.countyoffice.org/vt-windham-county-health-departments/"
"1584300642-5557","https://www.countyoffice.org/health-departments/","Crawford County Health Unit","Crawford County Health Unit","https://www.countyoffice.org/crawford-county-health-unit-van-buren-ar-1db/","2040 Chestnut Street","Van Buren","Arkansas","479-474-6391","null","","Arkansas","https://www.countyoffice.org/ar-health-departments/","Crawford County","https://www.countyoffice.org/ar-crawford-county-health-departments/"
"1584294336-1898","https://www.countyoffice.org/health-departments/","Jackson County Health Department","Jackson County Health Department","https://www.countyoffice.org/jackson-county-health-department-pascagoula-ms-ebc/","1702 Telephone Road","Pascagoula","Mississippi","228-762-1117","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Jackson County","https://www.countyoffice.org/ms-jackson-county-health-departments/"
"1584291819-1215","https://www.countyoffice.org/health-departments/","Ashland County Health Department","Ashland County Health Department","https://www.countyoffice.org/ashland-county-health-department-loudonville-oh-eed/","544 North Union Street","Loudonville","Ohio","419-994-5050","null","","Ohio","https://www.countyoffice.org/oh-health-departments/","Ashland County","https://www.countyoffice.org/oh-ashland-county-health-departments/"
"1584298878-3928","https://www.countyoffice.org/health-departments/","Volusia County Health Department","Volusia County Health Department","https://www.countyoffice.org/volusia-county-health-department-daytona-beach-fl-2fa/","1845 Holsonback Drive","Daytona Beach","Florida","386-274-0500","doh.state.fl.us","http://www.doh.state.fl.us/chd/volusia/index.html","Florida","https://www.countyoffice.org/fl-health-departments/","Volusia County","https://www.countyoffice.org/fl-volusia-county-health-departments/"
"1584293584-1724","https://www.countyoffice.org/health-departments/","Blackfeet Tribal Health Program","Blackfeet Tribal Health Program","https://www.countyoffice.org/blackfeet-tribal-health-program-browning-mt-65c/","760 Hospital Circle","Browning","Montana","406-338-6317","null","","Montana","https://www.countyoffice.org/mt-health-departments/","Glacier County","https://www.countyoffice.org/mt-glacier-county-health-departments/"
"1584297394-3215","https://www.countyoffice.org/health-departments/","Marion County Health Department","Marion County Health Department","https://www.countyoffice.org/marion-county-health-department-indianapolis-in-18c/","3838 North Rural Street","Indianapolis","Indiana","317-221-2000","mchd.com","http://www.mchd.com/","Indiana","https://www.countyoffice.org/in-health-departments/","Marion County","https://www.countyoffice.org/in-marion-county-health-departments/"
"1584292292-1311","https://www.countyoffice.org/health-departments/","Chatham County Health Department","Chatham County Health Department","https://www.countyoffice.org/chatham-county-health-department-siler-city-nc-aa0/","1000 South 10th Avenue","Siler City","North Carolina","919-742-5641","null","","North Carolina","https://www.countyoffice.org/nc-health-departments/","Chatham County","https://www.countyoffice.org/nc-chatham-county-health-departments/"
"1584300555-5544","https://www.countyoffice.org/health-departments/","Lonoke County Health Unit - Lonoke","Lonoke County Health Unit - Lonoke","https://www.countyoffice.org/lonoke-county-health-unit-lonoke-lonoke-ar-c36/","306 North Center Street","Lonoke","Arkansas","501-676-2268","null","","Arkansas","https://www.countyoffice.org/ar-health-departments/","Lonoke County","https://www.countyoffice.org/ar-lonoke-county-health-departments/"
"1584294609-1954","https://www.countyoffice.org/health-departments/","Lake County Health Department","Lake County Health Department","https://www.countyoffice.org/lake-county-health-department-two-harbors-mn-b8a/","616 3rd Avenue","Two Harbors","Minnesota","218-834-8400","null","","Minnesota","https://www.countyoffice.org/mn-health-departments/","Lake County","https://www.countyoffice.org/mn-lake-county-health-departments/"
"1584296673-2868","https://www.countyoffice.org/health-departments/","Cumberland Valley Health Department","Cumberland Valley Health Department","https://www.countyoffice.org/cumberland-valley-health-department-pineville-ky-d2b/","310 Cherry Street","Pineville","Kentucky","606-337-7046","null","","Kentucky","https://www.countyoffice.org/ky-health-departments/","Bell County","https://www.countyoffice.org/ky-bell-county-health-departments/"
"1584291246-1078","https://www.countyoffice.org/health-departments/","Okmulgee County Health Department","Okmulgee County Health Department","https://www.countyoffice.org/okmulgee-county-health-department-henryetta-ok-128/","404 Jack Gibson Drive","Henryetta","Oklahoma","918-652-8250","null","","Oklahoma","https://www.countyoffice.org/ok-health-departments/","Okmulgee County","https://www.countyoffice.org/ok-okmulgee-county-health-departments/"
"1584298604-3866","https://www.countyoffice.org/health-departments/","Coastal Health District","Coastal Health District","https://www.countyoffice.org/coastal-health-district-brunswick-ga-668/","150 Scranton Connector","Brunswick","Georgia","912-262-2300","gachd.org","http://www.gachd.org/counties/coastal_health_district.php","Georgia","https://www.countyoffice.org/ga-health-departments/","Glynn County","https://www.countyoffice.org/ga-glynn-county-health-departments/"
"1584296213-2759","https://www.countyoffice.org/health-departments/","Wayne County Health Department","Wayne County Health Department","https://www.countyoffice.org/wayne-county-health-department-monticello-ky-fcf/","1020 North Main Street","Monticello","Kentucky","606-348-9349","null","","Kentucky","https://www.countyoffice.org/ky-health-departments/","Wayne County","https://www.countyoffice.org/ky-wayne-county-health-departments/"
"1584291769-1204","https://www.countyoffice.org/health-departments/","Coshocton City Health Department","Coshocton City Health Department","https://www.countyoffice.org/coshocton-city-health-department-coshocton-oh-2c2/","400 Browns Lane","Coshocton","Ohio","740-622-1736","coshoctoncityhall.com","http://www.coshoctoncityhall.com/healthdept.htm","Ohio","https://www.countyoffice.org/oh-health-departments/","Coshocton County","https://www.countyoffice.org/oh-coshocton-county-health-departments/"
"1584289838-737","https://www.countyoffice.org/health-departments/","Bell County Public Health District","Bell County Public Health District","https://www.countyoffice.org/bell-county-public-health-district-temple-tx-15b/","201 North 8th Street","Temple","Texas","254-773-4457","bellcountyhealth.org","http://www.bellcountyhealth.org/","Texas","https://www.countyoffice.org/tx-health-departments/","Bell County","https://www.countyoffice.org/tx-bell-county-health-departments/"
"1584295076-2066","https://www.countyoffice.org/health-departments/","Clinton Board Of Health","Clinton Board Of Health","https://www.countyoffice.org/clinton-board-of-health-clinton-ma-767/","242 Church Street","Clinton","Massachusetts","978-365-4116","clintonma.gov","http://clintonma.gov/departments/boh.htm","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Worcester County","https://www.countyoffice.org/ma-worcester-county-health-departments/"
"1584298974-3961","https://www.countyoffice.org/health-departments/","Polk County Health Department","Polk County Health Department","https://www.countyoffice.org/polk-county-health-department-haines-fl-0db/","111 North 11th Street","Haines","Florida","863-421-3204","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Polk County","https://www.countyoffice.org/fl-polk-county-health-departments/"
"1584287787-114","https://www.countyoffice.org/health-departments/","Spencer Health Department","Spencer Health Department","https://www.countyoffice.org/spencer-health-department-spencer-wv-ad2/","677 Ripley Road","Spencer","West Virginia","304-927-0956","null","","West Virginia","https://www.countyoffice.org/wv-health-departments/","Roane County","https://www.countyoffice.org/wv-roane-county-health-departments/"
"1584293150-1593","https://www.countyoffice.org/health-departments/","North Bergen Health Department","North Bergen Health Department","https://www.countyoffice.org/north-bergen-health-department-north-bergen-nj-c7c/","1116 43rd St","North Bergen","New Jersey","201-392-2084","null","","New Jersey","https://www.countyoffice.org/nj-health-departments/","Hudson County","https://www.countyoffice.org/nj-hudson-county-health-departments/"
